代码,名称,全称,上一级代码
0,全    国,全  国,-1
11000000,北京市,北京市,0
11010000,市辖区,北京市市辖区,11000000
11010100,东城区,北京市市辖区东城区,11010000
11010101,东华门街道,北京市市辖区东城区东华门街道,11010100
11010102,景山街道,北京市市辖区东城区景山街道,11010100
11010103,交道口街道,北京市市辖区东城区交道口街道,11010100
11010104,安定门街道,北京市市辖区东城区安定门街道,11010100
11010105,和平里街道,北京市市辖区东城区和平里街道,11010100
11010106,北新桥街道,北京市市辖区东城区北新桥街道,11010100
11010107,东四街道,北京市市辖区东城区东四街道,11010100
11010108,朝阳门街道,北京市市辖区东城区朝阳门街道,11010100
11010109,建国门街道,北京市市辖区东城区建国门街道,11010100
11010110,东直门街道,北京市市辖区东城区东直门街道,11010100
11010199,不详乡镇,北京市市辖区东城区不详乡镇,11010100
11010200,西城区,北京市市辖区西城区,11010000
11010201,德胜街道,北京市市辖区西城区德胜街道,11010200
11010202,展览路街道,北京市市辖区西城区展览路街道,11010200
11010204,月坛街道,北京市市辖区西城区月坛街道,11010200
11010205,金融街街道,北京市市辖区西城区金融街街道,11010200
11010206,西长安街街道,北京市市辖区西城区西长安街街道,11010200
11010207,什刹海街道,北京市市辖区西城区什刹海街道,11010200
11010208,新街口街道,北京市市辖区西城区新街口街道,11010200
11010299,不详乡镇,北京市市辖区西城区不详乡镇,11010200
11010300,东城区(南片),北京市市辖区东城区（南片）,11010000
11010301,天坛街道,北京市市辖区东城区（南片）天坛街道,11010300
11010302,前门街道,北京市市辖区东城区（南片）前门街道,11010300
11010303,崇文门外街道,北京市市辖区东城区（南片）崇文门外街道,11010300
11010304,东花市街道,北京市市辖区东城区（南片）东花市街道,11010300
11010305,龙潭街道,北京市市辖区东城区（南片）龙潭街道,11010300
11010306,体育馆路街道,北京市市辖区东城区（南片）体育馆路街道,11010300
11010307,永定门外街道,北京市市辖区东城区（南片）永定门外街道,11010300
11010399,不详乡镇,北京市市辖区东城区（南片）不详乡镇,11010300
11010400,西城区(南片),北京市市辖区西城区(南片）,11010000
11010401,大栅栏街道,北京市市辖区西城区(南片）大栅栏街道,11010400
11010402,椿树街道,北京市市辖区西城区(南片）椿树街道,11010400
11010403,广内街道,北京市市辖区西城区(南片）广内街道,11010400
11010404,广外街道,北京市市辖区西城区(南片）广外街道,11010400
11010405,白纸坊街道,北京市市辖区西城区(南片）白纸坊街道,11010400
11010406,牛街街道,北京市市辖区西城区(南片）牛街街道,11010400
11010407,陶然亭街道,北京市市辖区西城区(南片）陶然亭街道,11010400
11010408,天桥街道,北京市市辖区西城区(南片）天桥街道,11010400
11010409,清河街道,北京市市辖区西城区(南片）清河街道,11010400
11010499,不详乡镇,北京市市辖区西城区(南片）不详乡镇,11010400
11010500,朝阳区,北京市市辖区朝阳区,11010000
11010501,呼家楼办事处,北京市市辖区朝阳区呼家楼办事处,11010500
11010502,朝外办事处,北京市市辖区朝阳区朝外办事处,11010500
11010503,双井办事处,北京市市辖区朝阳区双井办事处,11010500
11010504,三里屯办事处,北京市市辖区朝阳区三里屯办事处,11010500
11010505,管庄乡,北京市市辖区朝阳区管庄乡,11010500
11010506,小关办事处,北京市市辖区朝阳区小关办事处,11010500
11010507,左家庄办事处,北京市市辖区朝阳区左家庄办事处,11010500
11010508,垡头办事处,北京市市辖区朝阳区垡头办事处,11010500
11010509,和平街办事处,北京市市辖区朝阳区和平街办事处,11010500
11010510,酒仙桥办事处,北京市市辖区朝阳区酒仙桥办事处,11010500
11010511,八里庄办事处,北京市市辖区朝阳区八里庄办事处,11010500
11010512,首都机场办事处,北京市市辖区朝阳区首都机场办事处,11010500
11010513,团结湖办事处,北京市市辖区朝阳区团结湖办事处,11010500
11010514,安贞办事处,北京市市辖区朝阳区安贞办事处,11010500
11010515,望京办事处,北京市市辖区朝阳区望京办事处,11010500
11010516,香河园办事处,北京市市辖区朝阳区香河园办事处,11010500
11010517,潘家园办事处,北京市市辖区朝阳区潘家园办事处,11010500
11010518,建外办事处,北京市市辖区朝阳区建外办事处,11010500
11010519,劲松办事处,北京市市辖区朝阳区劲松办事处,11010500
11010520,亚运村办事处,北京市市辖区朝阳区亚运村办事处,11010500
11010521,东风乡,北京市市辖区朝阳区东风乡,11010500
11010522,六里屯办事处,北京市市辖区朝阳区六里屯办事处,11010500
11010523,麦子店办事处,北京市市辖区朝阳区麦子店办事处,11010500
11010524,高碑店乡,北京市市辖区朝阳区高碑店乡,11010500
11010525,王四营乡,北京市市辖区朝阳区王四营乡,11010500
11010526,南磨房乡,北京市市辖区朝阳区南磨房乡,11010500
11010527,小红门乡,北京市市辖区朝阳区小红门乡,11010500
11010528,十八里店乡,北京市市辖区朝阳区十八里店乡,11010500
11010529,平房乡,北京市市辖区朝阳区平房乡,11010500
11010530,东坝乡,北京市市辖区朝阳区东坝乡,11010500
11010531,金盏乡,北京市市辖区朝阳区金盏乡,11010500
11010533,太阳宫乡,北京市市辖区朝阳区太阳宫乡,11010500
11010534,大屯乡,北京市市辖区朝阳区大屯乡,11010500
11010535,奥运村,北京市市辖区朝阳区奥运村,11010500
11010536,来广营乡,北京市市辖区朝阳区来广营乡,11010500
11010538,将台乡,北京市市辖区朝阳区将台乡,11010500
11010540,崔各庄乡,北京市市辖区朝阳区崔各庄乡,11010500
11010542,黑庄户乡,北京市市辖区朝阳区黑庄户乡,11010500
11010543,豆各庄乡,北京市市辖区朝阳区豆各庄乡,11010500
11010545,三间房乡,北京市市辖区朝阳区三间房乡,11010500
11010546,常营乡,北京市市辖区朝阳区常营乡,11010500
11010547,孙河乡,北京市市辖区朝阳区孙河乡,11010500
11010548,东湖街道办事处,北京市市辖区朝阳区东湖街道办事处,11010500
11010599,不详乡镇,北京市市辖区朝阳区不详乡镇,11010500
11010600,丰台区,北京市市辖区丰台区,11010000
11010601,丰台镇街道,北京市市辖区丰台区丰台镇街道,11010600
11010602,新村街道,北京市市辖区丰台区新村街道,11010600
11010603,南苑街道,北京市市辖区丰台区南苑街道,11010600
11010604,长辛店街道,北京市市辖区丰台区长辛店街道,11010600
11010605,东高地街道,北京市市辖区丰台区东高地街道,11010600
11010606,东铁营街道,北京市市辖区丰台区东铁营街道,11010600
11010607,卢沟桥街道,北京市市辖区丰台区卢沟桥街道,11010600
11010608,云岗街道,北京市市辖区丰台区云岗街道,11010600
11010609,方庄街道,北京市市辖区丰台区方庄街道,11010600
11010610,太平桥街道,北京市市辖区丰台区太平桥街道,11010600
11010611,大红门街道,北京市市辖区丰台区大红门街道,11010600
11010612,西罗园街道,北京市市辖区丰台区西罗园街道,11010600
11010613,右安门街道,北京市市辖区丰台区右安门街道,11010600
11010614,和义街道,北京市市辖区丰台区和义街道,11010600
11010615,马家堡街道,北京市市辖区丰台区马家堡街道,11010600
11010616,宛平街道,北京市市辖区丰台区宛平街道,11010600
11010617,花乡,北京市市辖区丰台区花乡,11010600
11010618,长辛店镇,北京市市辖区丰台区长辛店镇,11010600
11010619,王佐镇,北京市市辖区丰台区王佐镇,11010600
11010620,南苑乡,北京市市辖区丰台区南苑乡,11010600
11010621,卢沟桥乡,北京市市辖区丰台区卢沟桥乡,11010600
11010699,不详乡镇,北京市市辖区丰台区不详乡镇,11010600
11010700,石景山区,北京市市辖区石景山区,11010000
11010701,八宝山街道,北京市市辖区石景山区八宝山街道,11010700
11010702,金顶街街道,北京市市辖区石景山区金顶街街道,11010700
11010703,苹果园街道,北京市市辖区石景山区苹果园街道,11010700
11010704,古城街道,北京市市辖区石景山区古城街道,11010700
11010705,八角街道,北京市市辖区石景山区八角街道,11010700
11010706,广宁村街道,北京市市辖区石景山区广宁村街道,11010700
11010707,老山街道,北京市市辖区石景山区老山街道,11010700
11010708,五里坨街道,北京市市辖区石景山区五里坨街道,11010700
11010709,鲁谷街道,北京市市辖区石景山区鲁谷街道,11010700
11010799,不详乡镇,北京市市辖区石景山区不详乡镇,11010700
11010800,海淀区,北京市市辖区海淀区,11010000
11010801,羊坊店街道,北京市市辖区海淀区羊坊店街道,11010800
11010802,甘家口街道,北京市市辖区海淀区甘家口街道,11010800
11010803,万寿路街道,北京市市辖区海淀区万寿路街道,11010800
11010804,永定路街道,北京市市辖区海淀区永定路街道,11010800
11010805,八里庄街道,北京市市辖区海淀区八里庄街道,11010800
11010806,田村路街道,北京市市辖区海淀区田村路街道,11010800
11010807,万柳地区,北京市市辖区海淀区万柳地区,11010800
11010808,青龙桥街道,北京市市辖区海淀区青龙桥街道,11010800
11010809,海淀街道,北京市市辖区海淀区海淀街道,11010800
11010810,燕园街道,北京市市辖区海淀区燕园街道,11010800
11010811,紫竹院街道,北京市市辖区海淀区紫竹院街道,11010800
11010812,东升地区,北京市市辖区海淀区东升地区,11010800
11010813,北太平庄街道,北京市市辖区海淀区北太平庄街道,11010800
11010814,北下关街道,北京市市辖区海淀区北下关街道,11010800
11010815,中关村街道,北京市市辖区海淀区中关村街道,11010800
11010816,学院路街道,北京市市辖区海淀区学院路街道,11010800
11010817,曙光街道,北京市市辖区海淀区曙光街道,11010800
11010818,花园路街道,北京市市辖区海淀区花园路街道,11010800
11010819,清河街道,北京市市辖区海淀区清河街道,11010800
11010820,西三旗街道,北京市市辖区海淀区西三旗街道,11010800
11010821,清华园街道,北京市市辖区海淀区清华园街道,11010800
11010822,四季青镇,北京市市辖区海淀区四季青镇,11010800
11010823,香山街道,北京市市辖区海淀区香山街道,11010800
11010824,西北旺镇,北京市市辖区海淀区西北旺镇,11010800
11010825,马连洼街道,北京市市辖区海淀区马连洼街道,11010800
11010826,上地街道,北京市市辖区海淀区上地街道,11010800
11010827,苏家坨镇,北京市市辖区海淀区苏家坨镇,11010800
11010828,温泉镇,北京市市辖区海淀区温泉镇,11010800
11010829,上庄镇,北京市市辖区海淀区上庄镇,11010800
11010899,不详乡镇,北京市市辖区海淀区不详乡镇,11010800
11010900,门头沟区,北京市市辖区门头沟区,11010000
11010901,龙泉镇,北京市市辖区门头沟区龙泉镇,11010900
11010902,永定镇,北京市市辖区门头沟区永定镇,11010900
11010903,军庄镇,北京市市辖区门头沟区军庄镇,11010900
11010904,潭柘寺镇,北京市市辖区门头沟区潭柘寺镇,11010900
11010905,妙峰山镇,北京市市辖区门头沟区妙峰山镇,11010900
11010906,雁翅镇,北京市市辖区门头沟区雁翅镇,11010900
11010907,王平镇,北京市市辖区门头沟区王平镇,11010900
11010908,斋堂镇,北京市市辖区门头沟区斋堂镇,11010900
11010909,清水镇,北京市市辖区门头沟区清水镇,11010900
11010910,大峪办事处,北京市市辖区门头沟区大峪办事处,11010900
11010911,城子办事处,北京市市辖区门头沟区城子办事处,11010900
11010912,东辛房办事处,北京市市辖区门头沟区东辛房办事处,11010900
11010913,大台办事处,北京市市辖区门头沟区大台办事处,11010900
11010999,不详乡镇,北京市市辖区门头沟区不详乡镇,11010900
11011100,房山区,北京市市辖区房山区,11010000
11011101,城关街道办事处,北京市市辖区房山区城关街道办事处,11011100
11011102,周口店地区办事处,北京市市辖区房山区周口店地区办事处,11011100
11011103,石楼镇,北京市市辖区房山区石楼镇,11011100
11011104,良乡镇(原官道),北京市市辖区房山区良乡镇(原官道),11011100
11011105,长阳镇,北京市市辖区房山区长阳镇,11011100
11011106,青龙湖镇,北京市市辖区房山区青龙湖镇,11011100
11011107,闫村镇,北京市市辖区房山区闫村镇,11011100
11011108,琉璃河地区办事处,北京市市辖区房山区琉璃河地区办事处,11011100
11011109,窦店镇,北京市市辖区房山区窦店镇,11011100
11011110,长沟镇,北京市市辖区房山区长沟镇,11011100
11011111,韩村河镇,北京市市辖区房山区韩村河镇,11011100
11011112,大石窝镇,北京市市辖区房山区大石窝镇,11011100
11011113,张坊镇,北京市市辖区房山区张坊镇,11011100
11011114,十渡镇,北京市市辖区房山区十渡镇,11011100
11011115,蒲洼乡,北京市市辖区房山区蒲洼乡,11011100
11011116,霞云岭乡,北京市市辖区房山区霞云岭乡,11011100
11011117,史家营乡,北京市市辖区房山区史家营乡,11011100
11011118,大安山乡,北京市市辖区房山区大安山乡,11011100
11011119,佛子庄乡,北京市市辖区房山区佛子庄乡,11011100
11011120,南窖乡,北京市市辖区房山区南窖乡,11011100
11011121,河北镇,北京市市辖区房山区河北镇,11011100
11011122,新镇街道办事处,北京市市辖区房山区新镇街道办事处,11011100
11011123,燕山东风街道办事处,北京市市辖区房山区燕山东风街道办事处,11011100
11011124,良乡拱辰街道办事处,北京市市辖区房山区良乡拱辰街道办事处,11011100
11011125,良乡西潞街道办事处,北京市市辖区房山区良乡西潞街道办事处,11011100
11011126,燕山迎风街道办事处,北京市市辖区房山区燕山迎风街道办事处,11011100
11011127,燕山向阳街道办事处,北京市市辖区房山区燕山向阳街道办事处,11011100
11011128,燕山星城街道办事处,北京市市辖区房山区燕山星城街道办事处,11011100
11011199,不详乡镇,北京市市辖区房山区不详乡镇,11011100
11011200,通州区,北京市市辖区通州区,11010000
11011201,新华办事处,北京市市辖区通州区新华办事处,11011200
11011202,永顺镇,北京市市辖区通州区永顺镇,11011200
11011203,宋庄镇（徐辛庄）,北京市市辖区通州区宋庄镇（徐辛庄）,11011200
11011204,潞城镇,北京市市辖区通州区潞城镇,11011200
11011205,宋庄镇,北京市市辖区通州区宋庄镇,11011200
11011206,西集镇,北京市市辖区通州区西集镇,11011200
11011207,西集镇（郎府）,北京市市辖区通州区西集镇（郎府）,11011200
11011208,潞城镇（甘棠）,北京市市辖区通州区潞城镇（甘棠）,11011200
11011209,火县镇,北京市市辖区通州区火县镇,11011200
11011210,火县镇（觅子店）,北京市市辖区通州区火县镇（觅子店）,11011200
11011211,永乐店镇,北京市市辖区通州区永乐店镇,11011200
11011212,张家湾镇（牛堡屯）,北京市市辖区通州区张家湾镇（牛堡屯）,11011200
11011213,马驹桥镇（大杜社）,北京市市辖区通州区马驹桥镇（大杜社）,11011200
11011214,马驹桥镇,北京市市辖区通州区马驹桥镇,11011200
11011215,台湖镇（次渠）,北京市市辖区通州区台湖镇（次渠）,11011200
11011216,台湖镇,北京市市辖区通州区台湖镇,11011200
11011217,张家湾镇,北京市市辖区通州区张家湾镇,11011200
11011218,梨园镇,北京市市辖区通州区梨园镇,11011200
11011219,于家务回族乡,北京市市辖区通州区于家务回族乡,11011200
11011220,北苑办事处,北京市市辖区通州区北苑办事处,11011200
11011221,中仓办事处,北京市市辖区通州区中仓办事处,11011200
11011222,玉桥办事处,北京市市辖区通州区玉桥办事处,11011200
11011299,不详乡镇,北京市市辖区通州区不详乡镇,11011200
11011300,顺义区,北京市市辖区顺义区,11010000
11011301,仁和镇,北京市市辖区顺义区仁和镇,11011300
11011302,马坡镇,北京市市辖区顺义区马坡镇,11011300
11011303,牛栏山镇,北京市市辖区顺义区牛栏山镇,11011300
11011304,天竺镇,北京市市辖区顺义区天竺镇,11011300
11011305,李桥镇,北京市市辖区顺义区李桥镇,11011300
11011306,李遂镇,北京市市辖区顺义区李遂镇,11011300
11011307,北务镇,北京市市辖区顺义区北务镇,11011300
11011308,木林镇,北京市市辖区顺义区木林镇,11011300
11011309,南彩镇,北京市市辖区顺义区南彩镇,11011300
11011310,杨镇,北京市市辖区顺义区杨镇,11011300
11011311,张镇,北京市市辖区顺义区张镇,11011300
11011312,龙湾屯镇,北京市市辖区顺义区龙湾屯镇,11011300
11011313,北小营镇,北京市市辖区顺义区北小营镇,11011300
11011314,赵全营镇,北京市市辖区顺义区赵全营镇,11011300
11011315,北石槽镇,北京市市辖区顺义区北石槽镇,11011300
11011316,高丽营镇,北京市市辖区顺义区高丽营镇,11011300
11011317,后沙峪镇,北京市市辖区顺义区后沙峪镇,11011300
11011318,南法信镇,北京市市辖区顺义区南法信镇,11011300
11011319,大孙各庄镇,北京市市辖区顺义区大孙各庄镇,11011300
11011320,胜利街道,北京市市辖区顺义区胜利街道,11011300
11011321,光明街道,北京市市辖区顺义区光明街道,11011300
11011322,石园街道,北京市市辖区顺义区石园街道,11011300
11011323,旺泉街道,北京市市辖区顺义区旺泉街道,11011300
11011324,双丰街道,北京市市辖区顺义区双丰街道,11011300
11011325,空港街道,北京市市辖区顺义区空港街道,11011300
11011399,不详乡镇,北京市市辖区顺义区不详乡镇,11011300
11011400,昌平区,北京市市辖区昌平区,11010000
11011401,城北街道,北京市市辖区昌平区城北街道,11011400
11011402,城南街道,北京市市辖区昌平区城南街道,11011400
11011403,十三陵镇,北京市市辖区昌平区十三陵镇,11011400
11011404,延寿镇,北京市市辖区昌平区延寿镇,11011400
11011405,马池口地区,北京市市辖区昌平区马池口地区,11011400
11011406,南邵镇,北京市市辖区昌平区南邵镇,11011400
11011407,南口地区,北京市市辖区昌平区南口地区,11011400
11011408,流村镇,北京市市辖区昌平区流村镇,11011400
11011409,阳坊镇,北京市市辖区昌平区阳坊镇,11011400
11011410,沙河地区,北京市市辖区昌平区沙河地区,11011400
11011411,小汤山镇,北京市市辖区昌平区小汤山镇,11011400
11011412,崔村镇,北京市市辖区昌平区崔村镇,11011400
11011413,兴寿镇,北京市市辖区昌平区兴寿镇,11011400
11011414,百善镇,北京市市辖区昌平区百善镇,11011400
11011415,北七家镇,北京市市辖区昌平区北七家镇,11011400
11011416,回龙观地区,北京市市辖区昌平区回龙观地区,11011400
11011417,东小口地区,北京市市辖区昌平区东小口地区,11011400
11011499,不详乡镇,北京市市辖区昌平区不详乡镇,11011400
11011500,大兴区,北京市市辖区大兴区,11010000
11011501,黄村镇,北京市市辖区大兴区黄村镇,11011500
11011502,北臧村镇,北京市市辖区大兴区北臧村镇,11011500
11011503,庞各庄镇,北京市市辖区大兴区庞各庄镇,11011500
11011504,榆垡镇,北京市市辖区大兴区榆垡镇,11011500
11011505,礼贤镇,北京市市辖区大兴区礼贤镇,11011500
11011506,安定镇,北京市市辖区大兴区安定镇,11011500
11011507,青云店镇,北京市市辖区大兴区青云店镇,11011500
11011508,采育镇,北京市市辖区大兴区采育镇,11011500
11011509,长子营镇,北京市市辖区大兴区长子营镇,11011500
11011510,魏善庄镇,北京市市辖区大兴区魏善庄镇,11011500
11011511,瀛海镇,北京市市辖区大兴区瀛海镇,11011500
11011512,旧宫镇,北京市市辖区大兴区旧宫镇,11011500
11011513,亦庄镇,北京市市辖区大兴区亦庄镇,11011500
11011514,西红门镇,北京市市辖区大兴区西红门镇,11011500
11011515,清源街道,北京市市辖区大兴区清源街道,11011500
11011516,兴丰街道,北京市市辖区大兴区兴丰街道,11011500
11011517,林校街道,北京市市辖区大兴区林校街道,11011500
11011518,观音寺街道,北京市市辖区大兴区观音寺街道,11011500
11011519,天宫院街道,北京市市辖区大兴区天宫院街道,11011500
11011599,不详乡镇,北京市市辖区大兴区不详乡镇,11011500
11011600,怀柔区,北京市市辖区怀柔区,11010000
11011601,北房镇,北京市市辖区怀柔区北房镇,11011600
11011602,杨宋镇,北京市市辖区怀柔区杨宋镇,11011600
11011603,庙城镇,北京市市辖区怀柔区庙城镇,11011600
11011604,桥梓镇,北京市市辖区怀柔区桥梓镇,11011600
11011605,九渡河镇,北京市市辖区怀柔区九渡河镇,11011600
11011606,渤海镇,北京市市辖区怀柔区渤海镇,11011600
11011607,雁栖镇,北京市市辖区怀柔区雁栖镇,11011600
11011608,怀北镇,北京市市辖区怀柔区怀北镇,11011600
11011609,琉璃庙镇,北京市市辖区怀柔区琉璃庙镇,11011600
11011610,宝山镇,北京市市辖区怀柔区宝山镇,11011600
11011611,汤河口镇,北京市市辖区怀柔区汤河口镇,11011600
11011612,长哨营乡,北京市市辖区怀柔区长哨营乡,11011600
11011613,喇叭沟门乡,北京市市辖区怀柔区喇叭沟门乡,11011600
11011614,怀柔镇,北京市市辖区怀柔区怀柔镇,11011600
11011615,龙山街道,北京市市辖区怀柔区龙山街道,11011600
11011616,泉河街道,北京市市辖区怀柔区泉河街道,11011600
11011699,不详乡镇,北京市市辖区怀柔区不详乡镇,11011600
11011700,平谷区,北京市市辖区平谷区,11010000
11011701,平谷镇,北京市市辖区平谷区平谷镇,11011700
11011702,东高村镇,北京市市辖区平谷区东高村镇,11011700
11011703,王辛庄镇,北京市市辖区平谷区王辛庄镇,11011700
11011704,山东庄镇,北京市市辖区平谷区山东庄镇,11011700
11011705,夏各庄镇,北京市市辖区平谷区夏各庄镇,11011700
11011706,峪口镇,北京市市辖区平谷区峪口镇,11011700
11011707,大兴庄镇,北京市市辖区平谷区大兴庄镇,11011700
11011709,马坊镇,北京市市辖区平谷区马坊镇,11011700
11011710,马昌营镇,北京市市辖区平谷区马昌营镇,11011700
11011711,南独乐河镇,北京市市辖区平谷区南独乐河镇,11011700
11011712,金海湖镇,北京市市辖区平谷区金海湖镇,11011700
11011713,黄松峪乡,北京市市辖区平谷区黄松峪乡,11011700
11011715,大华山镇,北京市市辖区平谷区大华山镇,11011700
11011716,刘家店镇,北京市市辖区平谷区刘家店镇,11011700
11011717,镇罗营镇,北京市市辖区平谷区镇罗营镇,11011700
11011718,熊儿寨乡,北京市市辖区平谷区熊儿寨乡,11011700
11011719,兴谷街道,北京市市辖区平谷区兴谷街道,11011700
11011720,滨河街道,北京市市辖区平谷区滨河街道,11011700
11011799,不详乡镇,北京市市辖区平谷区不详乡镇,11011700
11019900,不详县,北京市市辖区不详县,11010000
11019999,不详乡镇,北京市市辖区不详县不详乡镇,11019900
11020000,县,北京市县,11000000
11022800,密云县,北京市县密云县,11020000
11022801,密云镇,北京市县密云县密云镇,11022800
11022802,西田各庄镇,北京市县密云县西田各庄镇,11022800
11022803,十里堡镇,北京市县密云县十里堡镇,11022800
11022804,河南寨镇,北京市县密云县河南寨镇,11022800
11022805,东邵渠镇,北京市县密云县东邵渠镇,11022800
11022806,大城子镇,北京市县密云县大城子镇,11022800
11022807,巨各庄镇,北京市县密云县巨各庄镇,11022800
11022808,穆家峪镇,北京市县密云县穆家峪镇,11022800
11022809,太师屯镇,北京市县密云县太师屯镇,11022800
11022810,北庄镇,北京市县密云县北庄镇,11022800
11022811,新城子镇,北京市县密云县新城子镇,11022800
11022812,古北口镇,北京市县密云县古北口镇,11022800
11022813,高岭镇,北京市县密云县高岭镇,11022800
11022814,不老屯镇,北京市县密云县不老屯镇,11022800
11022815,冯家峪镇,北京市县密云县冯家峪镇,11022800
11022816,石城镇,北京市县密云县石城镇,11022800
11022817,溪翁庄镇,北京市县密云县溪翁庄镇,11022800
11022818,檀营乡,北京市县密云县檀营乡,11022800
11022819,鼓楼街道,北京市县密云县鼓楼街道,11022800
11022820,果园街道,北京市县密云县果园街道,11022800
11022899,不详乡镇,北京市县密云县不详乡镇,11022800
11022900,延庆县,北京市县延庆县,11020000
11022901,延庆镇,北京市县延庆县延庆镇,11022900
11022902,康庄镇,北京市县延庆县康庄镇,11022900
11022903,八达岭镇,北京市县延庆县八达岭镇,11022900
11022904,张山营镇,北京市县延庆县张山营镇,11022900
11022905,沈家营镇,北京市县延庆县沈家营镇,11022900
11022906,旧县镇,北京市县延庆县旧县镇,11022900
11022907,香营乡,北京市县延庆县香营乡,11022900
11022908,井庄镇,北京市县延庆县井庄镇,11022900
11022909,大榆树镇,北京市县延庆县大榆树镇,11022900
11022910,永宁镇,北京市县延庆县永宁镇,11022900
11022911,大庄科乡,北京市县延庆县大庄科乡,11022900
11022912,刘斌堡乡,北京市县延庆县刘斌堡乡,11022900
11022913,四海镇,北京市县延庆县四海镇,11022900
11022914,珍珠泉乡,北京市县延庆县珍珠泉乡,11022900
11022915,千家店镇,北京市县延庆县千家店镇,11022900
11022999,不详乡镇,北京市县延庆县不详乡镇,11022900
11029900,不详县,北京市县不详县,11020000
11029999,不详乡镇,北京市县不详县不详乡镇,11029900
11990000,不详市,北京市不详市,11000000
11999900,不详县,北京市不详市不详县,11990000
11999999,不详乡镇,北京市不详市不详县不详乡镇,11999900
12000000,天津市,天津市,0
12010000,市辖区,天津市市辖区,12000000
12010100,和平区,天津市市辖区和平区,12010000
12010101,新兴街,天津市市辖区和平区新兴街,12010100
12010102,南营门街,天津市市辖区和平区南营门街,12010100
12010103,劝业场街,天津市市辖区和平区劝业场街,12010100
12010106,白楼街,天津市市辖区和平区白楼街,12010100
12010107,体育馆街,天津市市辖区和平区体育馆街,12010100
12010108,南市街,天津市市辖区和平区南市街,12010100
12010199,不详乡镇,天津市市辖区和平区不详乡镇,12010100
12010200,河东区,天津市市辖区河东区,12010000
12010201,唐家口街,天津市市辖区河东区唐家口街,12010200
12010202,向阳楼街,天津市市辖区河东区向阳楼街,12010200
12010203,上杭路街,天津市市辖区河东区上杭路街,12010200
12010204,东新街,天津市市辖区河东区东新街,12010200
12010207,春华街,天津市市辖区河东区春华街,12010200
12010210,常州道街,天津市市辖区河东区常州道街,12010200
12010211,大王庄街,天津市市辖区河东区大王庄街,12010200
12010212,大直沽街,天津市市辖区河东区大直沽街,12010200
12010215,中山门街,天津市市辖区河东区中山门街,12010200
12010217,二号桥街,天津市市辖区河东区二号桥街,12010200
12010218,富民路街,天津市市辖区河东区富民路街,12010200
12010220,鲁山道街,天津市市辖区河东区鲁山道街,12010200
12010299,不详乡镇,天津市市辖区河东区不详乡镇,12010200
12010300,河西区,天津市市辖区河西区,12010000
12010302,下瓦房街,天津市市辖区河西区下瓦房街,12010300
12010303,大营门街,天津市市辖区河西区大营门街,12010300
12010304,桃园街,天津市市辖区河西区桃园街,12010300
12010306,挂甲寺街,天津市市辖区河西区挂甲寺街,12010300
12010307,越秀路街,天津市市辖区河西区越秀路街,12010300
12010309,马场街,天津市市辖区河西区马场街,12010300
12010310,陈塘庄街,天津市市辖区河西区陈塘庄街,12010300
12010311,尖山街,天津市市辖区河西区尖山街,12010300
12010312,柳林街,天津市市辖区河西区柳林街,12010300
12010313,东海街,天津市市辖区河西区东海街,12010300
12010314,天塔街,天津市市辖区河西区天塔街,12010300
12010315,友谊路街,天津市市辖区河西区友谊路街,12010300
12010316,梅江街,天津市市辖区河西区梅江街,12010300
12010399,不详乡镇,天津市市辖区河西区不详乡镇,12010300
12010400,南开区,天津市市辖区南开区,12010000
12010401,鼓楼街,天津市市辖区南开区鼓楼街,12010400
12010402,兴南街,天津市市辖区南开区兴南街,12010400
12010403,学府街,天津市市辖区南开区学府街,12010400
12010404,广开街,天津市市辖区南开区广开街,12010400
12010405,万兴街,天津市市辖区南开区万兴街,12010400
12010406,向阳路街,天津市市辖区南开区向阳路街,12010400
12010407,长虹街,天津市市辖区南开区长虹街,12010400
12010408,嘉陵道街,天津市市辖区南开区嘉陵道街,12010400
12010409,王顶堤街,天津市市辖区南开区王顶堤街,12010400
12010410,体育中心街,天津市市辖区南开区体育中心街,12010400
12010411,华苑街,天津市市辖区南开区华苑街,12010400
12010412,水上公园街,天津市市辖区南开区水上公园街,12010400
12010499,不详乡镇,天津市市辖区南开区不详乡镇,12010400
12010500,河北区,天津市市辖区河北区,12010000
12010501,光复道街,天津市市辖区河北区光复道街,12010500
12010502,望海楼街,天津市市辖区河北区望海楼街,12010500
12010506,王串场街,天津市市辖区河北区王串场街,12010500
12010507,宁园街,天津市市辖区河北区宁园街,12010500
12010508,新开河街,天津市市辖区河北区新开河街,12010500
12010509,铁东路街,天津市市辖区河北区铁东路街,12010500
12010512,鸿顺里街,天津市市辖区河北区鸿顺里街,12010500
12010513,江都路街,天津市市辖区河北区江都路街,12010500
12010515,建昌道街,天津市市辖区河北区建昌道街,12010500
12010517,月牙河街,天津市市辖区河北区月牙河街,12010500
12010599,不详乡镇,天津市市辖区河北区不详乡镇,12010500
12010600,红桥区,天津市市辖区红桥区,12010000
12010601,芥园街,天津市市辖区红桥区芥园街,12010600
12010602,西于庄街,天津市市辖区红桥区西于庄街,12010600
12010604,双环村街,天津市市辖区红桥区双环村街,12010600
12010605,西沽街,天津市市辖区红桥区西沽街,12010600
12010606,邵公庄街,天津市市辖区红桥区邵公庄街,12010600
12010607,三条石街,天津市市辖区红桥区三条石街,12010600
